target,source,Coste,player
FC Empoli,Nápoles,"2,50 mill. €",Sebastiano LupertoS. Luperto
FC Empoli,Cagliari,"2,00 mill. €",Sebastian WalukiewiczS. Walukiewicz
FC Empoli,Spezia,"2,00 mill. €",Emmanuel GyasiE. Gyasi
FC Empoli,Sampdoria,"1,50 mill. €",Francesco CaputoF. Caputo
FC Empoli,Lazio,"Coste de cesión: 1,00 mill. €",Matteo CancellieriM. Cancellieri
FC Empoli,Juventus,Coste de cesión: 500 mil €,Filippo RanocchiaF. Ranocchia
FC Empoli,Torpedo Kutaisi,450 mil €,Saba GoglichidzeS. Goglichidze
FC Empoli,Adana Demirspor,250 mil €,M'Baye NiangM. Niang
FC Empoli,Perugia,200 mil €,Samuele AngoriS. Angori
FC Empoli,Parma,Libre,Giuseppe PezzellaG. Pezzella
FC Empoli,Parma,Libre,Alberto GrassiA. Grassi
FC Empoli,Torino,Libre,Etrit BerishaE. Berisha
FC Empoli,Lecce,Cesión,Youssef MalehY. Maleh
FC Empoli,Spezia,Cesión,Simone BastoniS. Bastoni
FC Empoli,Nápoles,Cesión,Elia CaprileE. Caprile
FC Empoli,Como,Cesión,Alberto CerriA. Cerri
FC Empoli,Sampdoria,Cesión,Bartosz BereszyńskiB. Bereszyński
FC Empoli,AC Milan,Cesión,Daniel MaldiniD. Maldini
FC Empoli,Spezia,Cesión,Szymon ŻurkowskiS. Żurkowski
FC Empoli,Cesena,Cesión,Stiven ShpendiS. Shpendi
FC Empoli,Atalanta,Cesión,Viktor KovalenkoV. Kovalenko
FC Empoli,Ascoli,Fin de cesión 30/06/2023,Francesco DonatiF. Donati
FC Empoli,Sampdoria,Fin de cesión 29/06/2023,Sam LammersS. Lammers
FC Empoli,Lecco,Fin de cesión 12/01/2024,Francesco DonatiF. Donati
FC Empoli,SPAL,Fin de cesión 30/06/2023,Andrea La MantiaA. La Mantia
FC Empoli,Sassuolo,Fin de cesión 30/06/2023,Nedim BajramiN. Bajrami
FC Empoli,Piacenza,Fin de cesión 30/06/2023,Alessio RizzaA. Rizza
FC Empoli,Mantova,Fin de cesión 30/06/2023,Niccolò ChiorraN. Chiorra
FC Empoli,San Donato,Fin de cesión 30/06/2023,Leonardo PezzolaL. Pezzola
FC Empoli,Inter,Fin de cesión 30/06/2023,Kristjan AsllaniK. Asllani
FC Empoli,Recanatese,Fin de cesión 24/05/2023,Gabriel MeliG. Meli
FC Empoli,Taranto,Fin de cesión 30/06/2023,Nicolò EvangelistiN. Evangelisti
FC Empoli,San Donato,Fin de cesión 30/06/2023,Giacomo SiniegaG. Siniega
FC Empoli,Arzignano,Fin de cesión 30/06/2023,Tommaso FantacciT. Fantacci
FC Empoli,Firenze Ovest,Fin de cesión 30/06/2023,Duccio LazzeriD. Lazzeri
FC Empoli,ACR Messina,Fin de cesión 31/01/2024,Lorenzo TropeaL. Tropea
FC Empoli,Palermo,Fin de cesión 30/06/2023,Leo StulacL. Stulac
FC Empoli,Perugia,Fin de cesión 30/06/2023,Emmanuel EkongE. Ekong
FC Empoli,San Donato,Fin de cesión 30/06/2023,Alessio RossiA. Rossi
FC Empoli,Cittadella,Fin de cesión 30/06/2023,Giovanni CrociataG. Crociata
FC Empoli,ACR Messina,Fin de cesión 30/06/2023,Giuseppe FilìG. Filì
FC Empoli,Südtirol,Fin de cesión 30/06/2023,Luca BelardinelliL. Belardinelli
Tottenham,FC Empoli,"18,50 mill. €",Guglielmo VicarioG. Vicario
Fiorentina,FC Empoli,"10,00 mill. €",Fabiano ParisiF. Parisi
AS Roma,FC Empoli,"10,00 mill. €",Tommaso BaldanziT. Baldanzi
Inter,FC Empoli,"10,00 mill. €",Kristjan AsllaniK. Asllani
Sassuolo,FC Empoli,"6,00 mill. €",Nedim BajramiN. Bajrami
Spezia,FC Empoli,"2,50 mill. €",Filippo BandinelliF. Bandinelli
Palermo,FC Empoli,"1,00 mill. €",Leo StulacL. Stulac
SPAL,FC Empoli,"1,00 mill. €",Andrea La MantiaA. La Mantia
United Riccione,FC Empoli,Libre,Giuseppe FilìG. Filì
Monterosi,FC Empoli,Libre,Tommaso FantacciT. Fantacci
Recanatese,FC Empoli,Libre,Gabriel MeliG. Meli
Sambenedettese,FC Empoli,Libre,Leonardo PezzolaL. Pezzola
Pineto,FC Empoli,Cesión,Nicolò EvangelistiN. Evangelisti
Lecco,FC Empoli,Cesión,Francesco DonatiF. Donati
Arezzo,FC Empoli,Cesión,Francesco DonatiF. Donati
Torres,FC Empoli,Cesión,Giacomo SiniegaG. Siniega
Lucchese,FC Empoli,Cesión,Niccolò ChiorraN. Chiorra
Cavese,FC Empoli,?,Lorenzo TropeaL. Tropea
Lecco,FC Empoli,?,Giovanni CrociataG. Crociata
Cittadella,FC Empoli,?,Alessio RizzaA. Rizza
Firenze Ovest,FC Empoli,?,Duccio LazzeriD. Lazzeri
Lecco,FC Empoli,Cesión,Duccio Degli InnocentiD. Degli Innocenti
Sampdoria,FC Empoli,Cesión,Petar StojanovićP. Stojanović
Pontedera,FC Empoli,Cesión,Samuele AngoriS. Angori
Foggia,FC Empoli,Cesión,Alessio RossiA. Rossi
FC Lucerna,FC Empoli,Cesión,Nicolas HaasN. Haas
Modena,FC Empoli,Cesión,Gabriele GuarinoG. Guarino
NK Istra,FC Empoli,Cesión,Emmanuel EkongE. Ekong
Palermo,FC Empoli,Cesión,Liam HendersonL. Henderson
Domžale,FC Empoli,Cesión,Lovro StubljarL. Stubljar
Sin equipo,FC Empoli,-,Samir UjkaniS. Ujkani
Bolonia,FC Empoli,Fin de cesión 30/06/2023,Emanuel VignatoE. Vignato
AC Milan,FC Empoli,Fin de cesión 09/01/2024,Daniel MaldiniD. Maldini
Nápoles,FC Empoli,Fin de cesión 30/06/2023,Sebastiano LupertoS. Luperto
Cagliari,FC Empoli,Fin de cesión 30/06/2023,Sebastian WalukiewiczS. Walukiewicz
Juventus,FC Empoli,Fin de cesión 30/06/2023,Marko PjacaM. Pjaca
Sampdoria,FC Empoli,Fin de cesión 30/06/2023,Francesco CaputoF. Caputo
Lazio,FC Empoli,Fin de cesión 30/06/2023,Jean-Daniel Akpa AkproJ. Akpa Akpro
Juventus,FC Empoli,Fin de cesión 30/06/2023,Koni De WinterK. De Winter
Inter,FC Empoli,Fin de cesión 30/06/2023,Martín SatrianoM. Satriano
Juventus,FC Empoli,Fin de cesión 17/01/2024,Filippo RanocchiaF. Ranocchia
Atalanta,FC Empoli,Fin de cesión 31/08/2023,Roberto PiccoliR. Piccoli
Atalanta,FC Empoli,Fin de cesión 30/06/2023,Sam LammersS. Lammers
Parma,FC Empoli,Fin de cesión 30/06/2023,Alberto GrassiA. Grassi
Salernitana,Villarreal CF,"14,40 mill. €",Boulaye DiaB. Dia
Salernitana,Inter,"5,00 mill. €",Lorenzo PirolaL. Pirola
Salernitana,Stade Rennes,"3,00 mill. €",Loum TchaounaL. Tchaouna
Salernitana,Pogon Szczecin,"3,00 mill. €",Mateusz LegowskiM. Legowski
Salernitana,NK Celje,"1,80 mill. €",Chukwubuikem IkwuemesiC. Ikwuemesi
Salernitana,Sampdoria,500 mil €,Antonio CandrevaA. Candreva
Salernitana,San Lorenzo,Coste de cesión: 400 mil €,Agustín MarteganiA. Martegani
Salernitana,OFI Creta,250 mil €,Triantafyllos PasalidisT. Pasalidis
Salernitana,Mount Pleasant,100 mil €,Trivante StewartT. Stewart
Salernitana,LOSC Lille,Libre,Benoît CostilB. Costil
Salernitana,Sporting Lisboa,Cesión,JovaneJovane
Salernitana,Kasimpasa,Cesión,Iron GomisI. Gomis
Salernitana,Pisa,Cesión,Emanuel VignatoE. Vignato
Salernitana,Granada CF,Cesión,Shon WeissmanS. Weissman
Salernitana,AC Milan,Cesión,Marco PellegrinoM. Pellegrino
Salernitana,Nápoles,Cesión,Alessandro ZanoliA. Zanoli
Salernitana,Fiorentina,Cesión,Niccolò PierozziN. Pierozzi
Salernitana,Lazio,Cesión,Toma BašićT. Bašić
Salernitana,Sin equipo,-,Jérôme BoatengJ. Boateng
Salernitana,Sin equipo,-,Konstantinos ManolasK. Manolas
Salernitana,Salernitana U19,-,Pasquale AlloccaP. Allocca
Salernitana,Siena,Fin de cesión 30/06/2023,Andrei MotocA. Motoc
Salernitana,LR Vicenza,Fin de cesión 31/01/2024,Kaleb JiménezK. Jiménez
Salernitana,Cracovia,Fin de cesión 30/06/2023,Pawel JaroszynskiP. Jaroszynski
Salernitana,América-MG,Fin de cesión 31/12/2023,MikaelMikael
Salernitana,Ternana,Fin de cesión 30/06/2023,Mamadou CoulibalyM. Coulibaly
Salernitana,Benevento,Fin de cesión 30/06/2023,SimySimy
Salernitana,NK Istra,Fin de cesión 30/06/2023,Reda BoultamR. Boultam
Salernitana,Ternana,Fin de cesión 30/06/2023,Valerio MantovaniV. Mantovani
Salernitana,Virtus Verona,Fin de cesión 30/06/2023,Julian KristoffersenJ. Kristoffersen
Salernitana,Fermana,Fin de cesión 30/06/2023,Jacopo De MatteisJ. De Matteis
Salernitana,Ternana,Fin de cesión 30/06/2023,Luka BogdanL. Bogdan
Salernitana,Siena,Fin de cesión 30/06/2023,Francesco OrlandoF. Orlando
Nápoles,Salernitana,"3,00 mill. €",Pasquale MazzocchiP. Mazzocchi
Ternana,Salernitana,600 mil €,Luka BogdanL. Bogdan
Cracovia,Salernitana,450 mil €,Pawel JaroszynskiP. Jaroszynski
Torino,Salernitana,Coste de cesión: 350 mil €,Matteo LovatoM. Lovato
RB Salzburgo,Salernitana,Coste de cesión: 300 mil €,Flavius DaniliucF. Daniliuc
Ancona,Salernitana,60 mil €,Julian KristoffersenJ. Kristoffersen
Paganese,Salernitana,Libre,Gioacchino GaleotafioreG. Galeotafiore
Malmoe FF,Salernitana,Libre,Erik BotheimE. Botheim
Vis Pesaro,Salernitana,Cesión,Antonio Pio IervolinoA. Iervolino
Javor-Matis,Salernitana,Cesión,Trivante StewartT. Stewart
ACR Messina,Salernitana,?,Jacopo De MatteisJ. De Matteis
Olimpija,Salernitana,?,Reda BoultamR. Boultam
Ternana,Salernitana,?,Valerio MantovaniV. Mantovani
Taranto,Salernitana,?,Francesco OrlandoF. Orlando
Atalanta U23,Salernitana,Cesión,Kaleb JiménezK. Jiménez
Servette FC,Salernitana,Cesión,Dylan BronnD. Bronn
Lazio,Salernitana,Cesión,Luigi SepeL. Sepe
Palermo,Salernitana,Cesión,Mamadou CoulibalyM. Coulibaly
Legnago,Salernitana,Cesión,Andrei MotocA. Motoc
Atromitos FC,Salernitana,Cesión,Diego ValenciaD. Valencia
Hellas Verona,Salernitana,Cesión,Federico BonazzoliF. Bonazzoli
Génova,Salernitana,Cesión,Emil BohinenE. Bohinen
RCD Espanyol,Salernitana,Fin de cesión 30/06/2023,Tonny VilhenaT. Vilhena
Hertha Berlín,Salernitana,Fin de cesión 30/06/2023,Krzysztof PiatekK. Piatek
Sampdoria,Salernitana,Fin de cesión 30/06/2023,Antonio CandrevaA. Candreva
Juve Next Gen,Salernitana,Fin de cesión 30/06/2023,Hans Nicolussi CavigliaH. Nicolussi Caviglia
Venezia,Salernitana,Fin de cesión 30/06/2023,Domen CrnigojD. Crnigoj
Inter,Salernitana,Fin de cesión 30/06/2023,Lorenzo PirolaL. Pirola
Villarreal CF,Salernitana,Fin de cesión 30/06/2023,Boulaye DiaB. Dia
Sporting Lisboa,Salernitana,Fin de cesión 30/01/2024,JovaneJovane
Watford,Salernitana,Fin de cesión 30/06/2023,William Troost-EkongW. Troost-Ekong
Lecce,Fiorentina,"5,00 mill. €",Youssef MalehY. Maleh
Lecce,Sampdoria,"4,00 mill. €",Wladimiro FalconeW. Falcone
Lecce,Dunajska Streda,"3,90 mill. €",Nikola KrstovicN. Krstovic
Lecce,Valenciennes FC,"3,00 mill. €",Mohamed KabaM. Kaba
Lecce,VfL Wolfsburgo,"1,60 mill. €",Marin PongračićM. Pongračić
Lecce,Colón,"1,20 mill. €",Santiago PierottiS. Pierotti
Lecce,Aberdeen FC,"1,20 mill. €",Ylber RamadaniY. Ramadani
Lecce,G. Burdeos,"1,00 mill. €",Rémi OudinR. Oudin
Lecce,Roma J19,"1,00 mill. €",Giacomo FaticantiG. Faticanti
Lecce,Pescara,800 mil €,Hamza RafiaH. Rafia
Lecce,Nordsjaell. U19,200 mil €,Patrick DorguP. Dorgu
Lecce,Täby FK,100 mil €,Zinedin SmajlovicZ. Smajlovic
Lecce,Fiorentina,Libre,Lorenzo VenutiL. Venuti
Lecce,Basaksehir,Cesión,Ahmed ToubaA. Touba
Lecce,Atalanta,Cesión,Roberto PiccoliR. Piccoli
Lecce,Sin equipo,-,Nicola SansoneN. Sansone
Lecce,Lecce U19,-,Jeppe CorfitzenJ. Corfitzen
Lecce,Lecce U19,-,Rareș BurneteR. Burnete
Lecce,Rostov,Cesión,Pontus AlmqvistP. Almqvist
Lecce,Brescia,Fin de cesión 30/06/2023,John BjörkengrenJ. Björkengren
Lecce,Nardò,Fin de cesión 30/06/2023,Cristian MacrìC. Macrì
Lecce,ACR Messina,Fin de cesión 30/06/2023,Alessio PiazzaA. Piazza
Lecce,Frosinone,Fin de cesión 30/06/2023,Fabio LucioniF. Lucioni
Lecce,V. Francavilla,Fin de cesión 30/06/2023,Roberto PiernoR. Pierno
Lecce,Frosinone,Fin de cesión 30/06/2023,Ilario MonterisiI. Monterisi
Lecce,Brescia,Fin de cesión 30/06/2023,Marcin ListkowskiM. Listkowski
Lecce,Frosinone,Fin de cesión 29/06/2023,Gianluca FrabottaG. Frabotta
Lecce,Hafnarfjördur,Fin de cesión 31/12/2023,Eetu MömmöE. Mömmö
Lecce,Brescia,Fin de cesión 30/06/2023,Pablo RodríguezP. Rodríguez
Sporting Lisboa,Lecce,"19,50 mill. €",Morten HjulmandM. Hjulmand
Damac FC,Lecce,"2,80 mill. €",Assan CeesayA. Ceesay
AC Milan,Lecce,Fin de cesión 30/06/2023,Lorenzo ColomboL. Colombo
Palermo,Lecce,"1,30 mill. €",Federico Di FrancescoF. Di Francesco
Sampdoria,Lecce,Fin de cesión 30/06/2023,Wladimiro FalconeW. Falcone
Como,Lecce,500 mil €,Tommaso CassandroT. Cassandro
Randers FC,Lecce,300 mil €,John BjörkengrenJ. Björkengren
Frosinone,Lecce,100 mil €,Simone RomagnoliS. Romagnoli
Santa Lucia FC,Lecce,Libre,Alessio PiazzaA. Piazza
Palermo,Lecce,Libre,Fabio LucioniF. Lucioni
Pescara,Lecce,Libre,Roberto PiernoR. Pierno
Francavilla,Lecce,Libre,Cristian MacrìC. Macrì
Carrarese,Lecce,Cesión,Marco BleveM. Bleve
FC Empoli,Lecce,Cesión,Youssef MalehY. Maleh
Frosinone,Lecce,?,Ilario MonterisiI. Monterisi
Lecco,Lecce,Cesión,Marcin ListkowskiM. Listkowski
Lecco,Lecce,Cesión,Zinedin SmajlovicZ. Smajlovic
SJK Seinäjoki,Lecce,Cesión,Eetu MömmöE. Mömmö
Lecco,Lecce,Cesión,Mats LemmensM. Lemmens
Ascoli,Lecce,Cesión,Pablo RodríguezP. Rodríguez
Como,Lecce,Cesión,Gabriel StrefezzaG. Strefezza
Vitesse,Lecce,Cesión,Joel Voelkerling PerssonJ. Voelkerling Persson
E. Braunschweig,Lecce,Cesión,Thórir Jóhann HelgasonT. Helgason
Ternana,Lecce,Cesión,Giacomo FaticantiG. Faticanti
Sin equipo,Lecce,-,Alessandro TuiaA. Tuia
FC Barcelona,Lecce,Fin de cesión 30/06/2023,Samuel UmtitiS. Umtiti
Parma,Lecce,Fin de cesión 30/06/2023,Giuseppe PezzellaG. Pezzella
Venezia,Lecce,Fin de cesión 30/06/2023,Pietro CeccaroniP. Ceccaroni
Fiorentina,Lecce,Fin de cesión 30/06/2023,Youssef MalehY. Maleh
VfL Wolfsburgo,Lecce,Fin de cesión 30/06/2023,Marin PongračićM. Pongračić
Sampdoria,Lecce,Fin de cesión 30/06/2023,Kristoffer AskildsenK. Askildsen
Juventus,Lecce,Fin de cesión 30/06/2023,Gianluca FrabottaG. Frabotta
G. Burdeos,Lecce,Fin de cesión 30/06/2023,Rémi OudinR. Oudin
Hellas Verona,Colonia,"3,10 mill. €",Ondrej DudaO. Duda
Hellas Verona,Fortuna Sittard,"3,00 mill. €",Tijjani NoslinT. Noslin
Hellas Verona,Génova,"1,80 mill. €",Yayah KallonY. Kallon
Hellas Verona,Vit. Guimarães,"1,50 mill. €",Dani SilvaDani Silva
Hellas Verona,Estrella Roja,"1,30 mill. €",Stefan MitrovićS. Mitrović
Hellas Verona,B. Dortmund II,"1,00 mill. €",Jayden BraafJ. Braaf
Hellas Verona,FC Groningen,"1,00 mill. €",Tomas SuslovT. Suslov
Hellas Verona,Niza,500 mil €,Reda BelahyaneR. Belahyane
Hellas Verona,NEC Nijmegen,500 mil €,Elayis TavsanE. Tavsan
Hellas Verona,Nápoles,Coste de cesión: 200 mil €,Michael FolorunshoM. Folorunsho
Hellas Verona,Banfield,Libre,Juan Manuel CruzJ. Cruz
Hellas Verona,RCD Mallorca,Libre,Jordi MboulaJ. Mboula
Hellas Verona,Fiorentina,Libre,Riccardo SaponaraR. Saponara
Hellas Verona,Sporting Lisboa,Cesión,Rúben VinagreR. Vinagre
Hellas Verona,FC Groningen,Cesión,Tomas SuslovT. Suslov
Hellas Verona,R Charleroi SC,Cesión,Jackson TchatchouaJ. Tchatchoua
Hellas Verona,Charlotte,Cesión,Karol ŚwiderskiK. Świderski
Hellas Verona,FC Nantes,Cesión,Fabien CentonzeF. Centonze
Hellas Verona,Vitória U20,Cesión,CharlysCharlys
Hellas Verona,Hertha Berlín,Cesión,Suat SerdarS. Serdar
Hellas Verona,Salernitana,Cesión,Federico BonazzoliF. Bonazzoli
Hellas Verona,Verona U19,-,JoselitoJoselito
Hellas Verona,Mantova,Fin de cesión 30/06/2023,Daniele GhilardiD. Ghilardi
Hellas Verona,Fortuna Sittard,Fin de cesión 30/06/2023,Ivor PandurI. Pandur
Hellas Verona,Real Valladolid,Fin de cesión 30/06/2023,Martin HonglaM. Hongla
Hellas Verona,Nápoles,Fin de cesión 30/06/2023,Giovanni SimeoneG. Simeone
Hellas Verona,Olympiacos,Fin de cesión 30/06/2023,Panagiotis RetsosP. Retsos
Hellas Verona,Monza,Fin de cesión 30/06/2023,Gianluca CaprariG. Caprari
Hellas Verona,Mantova,Fin de cesión 30/06/2023,Mattia ChiesaM. Chiesa
Hellas Verona,Mantova,Fin de cesión 30/06/2023,Bruno ContiB. Conti
Hellas Verona,Torino,Fin de cesión 30/06/2023,Ivan IlićI. Ilić
Hellas Verona,BSC Young Boys,Fin de cesión 30/06/2023,Kevin RüeggK. Rüegg
Hellas Verona,Lazio,Fin de cesión 30/06/2023,Matteo CancellieriM. Cancellieri
Hellas Verona,Sampdoria,Fin de cesión 30/06/2023,Koray GünterK. Günter
Hellas Verona,Triestina,Fin de cesión 30/01/2024,Christian PierobonC. Pierobon
Hellas Verona,Mantova,Fin de cesión 30/06/2023,Philip YeboahP. Yeboah
Hellas Verona,Gelbison,Fin de cesión 30/06/2023,Adama SaneA. Sane
Hellas Verona,Adana Demirspor,Fin de cesión 30/06/2023,Mert ÇetinM. Çetin
Hellas Verona,Forlì,Fin de cesión 30/06/2023,Diego FornariD. Fornari
Hellas Verona,Cosenza,Fin de cesión 29/06/2023,Alessandro CortinovisA. Cortinovis
Hellas Verona,Sampdoria,Fin de cesión 30/06/2023,Bruno AmioneB. Amione
Hellas Verona,Mantova,Fin de cesión 30/06/2023,Christian PierobonC. Pierobon
Nápoles,Hellas Verona,"18,00 mill. €",Cyril NgongeC. Ngonge
Torino,Hellas Verona,"16,50 mill. €",Ivan IlićI. Ilić
Nápoles,Hellas Verona,"12,00 mill. €",Giovanni SimeoneG. Simeone
Lazio,Hellas Verona,"8,50 mill. €",Matteo CancellieriM. Cancellieri
Atalanta,Hellas Verona,"8,50 mill. €",Isak HienIsak Hien
Monza,Hellas Verona,"8,00 mill. €",Gianluca CaprariG. Caprari
Sassuolo,Hellas Verona,"6,00 mill. €",Josh DoigJosh Doig
AC Milan,Hellas Verona,"4,50 mill. €",Filippo TerraccianoF. Terracciano
Cagliari,Hellas Verona,"4,00 mill. €",Ibrahim SulemanaI. Sulemana
Santos Laguna,Hellas Verona,"3,00 mill. €",Bruno AmioneB. Amione
Torino,Hellas Verona,"2,80 mill. €",Adrien TamèzeA. Tamèze
Granada CF,Hellas Verona,"2,70 mill. €",Martin HonglaM. Hongla
Monza,Hellas Verona,"2,00 mill. €",Milan DjuricM. Djuric
Fortuna Sittard,Hellas Verona,"1,40 mill. €",Ivor PandurI. Pandur
Gzira Utd.,Hellas Verona,Libre,Adama SaneA. Sane
Olympiacos,Hellas Verona,Libre,Panagiotis RetsosP. Retsos
Pisa,Hellas Verona,Libre,Miguel VelosoM. Veloso
Racing,Hellas Verona,Libre,Jordi MboulaJ. Mboula
Heracles Almelo,Hellas Verona,Libre,Ajdin HrustićA. Hrustić
Montebelluna,Hellas Verona,Cesión,Diego FornariD. Fornari
Lucchese,Hellas Verona,Cesión,Philip YeboahP. Yeboah
Ankaragücü,Hellas Verona,?,Riccardo SaponaraR. Saponara
Karagümrük,Hellas Verona,Cesión,Kevin LasagnaK. Lasagna
Karagümrük,Hellas Verona,Cesión,Federico CeccheriniF. Ceccherini
Juve Stabia,Hellas Verona,Cesión,Christian PierobonC. Pierobon
Karagümrük,Hellas Verona,Cesión,Koray GünterK. Günter
FC Basilea,Hellas Verona,Cesión,Kevin RüeggK. Rüegg
Sampdoria,Hellas Verona,Cesión,Daniele GhilardiD. Ghilardi
Fiorentina,Hellas Verona,Cesión,Davide FaraoniD. Faraoni
Fortuna Sittard,Hellas Verona,Cesión,Jayden BraafJ. Braaf
Triestina,Hellas Verona,Cesión,Christian PierobonC. Pierobon
Bari,Hellas Verona,Cesión,Yayah KallonY. Kallon
Ankaragücü,Hellas Verona,Cesión,Mert ÇetinM. Çetin
Monterosi,Hellas Verona,Cesión,Bruno ContiB. Conti
B. Dortmund II,Hellas Verona,Fin de cesión 30/06/2023,Jayden BraafJ. Braaf
Atalanta,Hellas Verona,Fin de cesión 30/06/2023,Alessandro CortinovisA. Cortinovis
Torino,Hellas Verona,Fin de cesión 30/06/2023,Simone VerdiS. Verdi
FC Groningen,Hellas Verona,Fin de cesión 30/01/2024,Tomas SuslovT. Suslov
Génova,Hellas Verona,Fin de cesión 30/06/2023,Yayah KallonY. Kallon
Colonia,Hellas Verona,Fin de cesión 30/06/2023,Ondrej DudaO. Duda
HB Köge U19,Hellas Verona,Fin de cesión 30/06/2023,Sebastian LarsenS. Larsen
Hertha Berlín,Hellas Verona,Fin de cesión 30/06/2023,Deyovaisio ZeefuikD. Zeefuik
Rubin Kazan,Hellas Verona,Fin de cesión 30/06/2023,Oliver AbildgaardO. Abildgaard
Sampdoria,Hellas Verona,Fin de cesión 30/06/2023,Fabio DepaoliF. Depaoli
CSKA Moscú,Hellas Verona,Fin de cesión 30/06/2023,Adolfo GaichA. Gaich
Frosinone,Sassuolo,"1,30 mill. €",Riccardo MarchizzaR. Marchizza
Frosinone,Sassuolo,700 mil €,Abdou HarrouiA. Harroui
Frosinone,FC Rouen 1899,300 mil €,Farès GhedjemisF. Ghedjemis
Frosinone,Pescara,300 mil €,Gennaro BorrelliG. Borrelli
Frosinone,AC Milan,200 mil €,Marco BrescianiniM. Brescianini
Frosinone,Lecce,100 mil €,Simone RomagnoliS. Romagnoli
Frosinone,Atalanta,Coste de cesión: 100 mil €,Caleb OkoliC. Okoli
Frosinone,Fiorentina,Libre,Michele CerofoliniM. Cerofolini
Frosinone,Cremonese,Libre,Emanuele ValeriE. Valeri
Frosinone,FC Bayern II,Libre,Marvin CuniM. Cuni
Frosinone,Spezia,Libre,Mehdi BourabiaM. Bourabia
Frosinone,Sassuolo,Cesión,Stefano TuratiS. Turati
Frosinone,Lecce,?,Ilario MonterisiI. Monterisi
Frosinone,Monza,?,Luca MazzitelliL. Mazzitelli
Frosinone,Bari,?,Pierluigi FrattaliP. Frattali
Frosinone,Hammarby,?,İsak Vuralİ. Vural
Frosinone,Criciúma U20,?,Mateus LusuardiMateus Lusuardi
Frosinone,Marsella,Cesión,Pol LirolaP. Lirola
Frosinone,Atalanta,Cesión,Nadir ZorteaN. Zortea
Frosinone,Bayern Múnich,Cesión,Arijon IbrahimovicA. Ibrahimovic
Frosinone,Juventus,Cesión,Kaio JorgeKaio Jorge
Frosinone,Real Madrid,Cesión,ReinierReinier
Frosinone,Bolonia,Cesión,Kevin BonifaziK. Bonifazi
Frosinone,Juventus,Cesión,Matías SouléM. Soulé
Frosinone,Torino,Cesión,Demba SeckD. Seck
Frosinone,Nápoles,Cesión,Walid CheddiraW. Cheddira
Frosinone,Kolkheti Poti,Cesión,Giorgi KvernadzeG. Kvernadze
Frosinone,Juventus,Cesión,Enzo BarrenecheaE. Barrenechea
Frosinone,Sin equipo,-,Michele AvellaM. Avella
Frosinone,Pergolettese,Fin de cesión 30/06/2023,Federico BevilacquaF. Bevilacqua
Frosinone,Monopoli,Fin de cesión 29/06/2023,Giacomo ManzariG. Manzari
Frosinone,Silkeborg IF,Fin de cesión 30/06/2023,Lukas KlittenL. Klitten
Frosinone,Reggio Calabria,Fin de cesión 30/06/2023,Luigi CanottoL. Canotto
Frosinone,Recanatese,Fin de cesión 30/06/2023,Simone StampeteS. Stampete
Frosinone,NK Maribor,Fin de cesión 30/06/2023,Marko BozicM. Bozic
Frosinone,Monopoli,Fin de cesión 30/06/2023,Thomas VettorelT. Vettorel
Frosinone,Juve Stabia,Fin de cesión 30/06/2023,Michele VolpeM. Volpe
Frosinone,Siena,Fin de cesión 30/06/2023,Pierluca LucianiP. Luciani
Frosinone,Karagümrük,Fin de cesión 30/06/2023,Matteo RicciM. Ricci
Frosinone,NK Dekani,Fin de cesión 30/06/2023,Milan KremenovicM. Kremenovic
Frosinone,Balzan FC,Fin de cesión 30/06/2023,Alexander SatarianoA. Satariano
Frosinone,Turris,Fin de cesión 30/06/2023,Hamza HaoudiH. Haoudi
Sassuolo,Frosinone,"6,00 mill. €",Daniel BolocaD. Boloca
Sampdoria,Frosinone,"1,25 mill. €",Matteo RicciM. Ricci
Palermo,Frosinone,"1,00 mill. €",Roberto InsigneR. Insigne
Inter,Frosinone,Fin de cesión 30/06/2023,Samuele MulattieriS. Mulattieri
Hobro IK,Frosinone,Libre,Lukas KlittenL. Klitten
AS Gubbio,Frosinone,Libre,Thomas VettorelT. Vettorel
Karagümrük,Frosinone,Libre,Marcus RohdénM. Rohdén
Alessandria,Frosinone,Libre,Michele VolpeM. Volpe
Dolomiti,Frosinone,Libre,Federico BevilacquaF. Bevilacqua
Birkirkara FC,Frosinone,Libre,Alexander SatarianoA. Satariano
Modena,Frosinone,Libre,Matteo CotaliM. Cotali
Torres,Frosinone,Cesión,Kalifa KujabiK. Kujabi
Kayserispor,Frosinone,?,Mehdi BourabiaM. Bourabia
Bari,Frosinone,?,Karlo LulicK. Lulic
NK Maribor,Frosinone,?,Marko BozicM. Bozic
Cosenza,Frosinone,Cesión,Luigi CanottoL. Canotto
Reggiana,Frosinone,Cesión,Przemyslaw SzyminskiP. Szyminski
ACR Messina,Frosinone,Cesión,Pierluca LucianiP. Luciani
Brescia,Frosinone,Cesión,Michele AvellaM. Avella
Brescia,Frosinone,Cesión,Gennaro BorrelliG. Borrelli
Pro Vercelli,Frosinone,Cesión,Hamza HaoudiH. Haoudi
Sin equipo,Frosinone,-,Giuseppe MarcianòG. Marcianò
Sin equipo,Frosinone,-,Simone StampeteS. Stampete
Sin equipo,Frosinone,-,Andrea ErricoA. Errico
Sin equipo,Frosinone,-,Luca MatareseL. Matarese
Sin equipo,Frosinone,-,Milan KremenovicM. Kremenovic
